 1.5915e+07(-0.0000e+00) 2.1219e-04(0.0000e+00) 2.1219e-02(-0.0000e+00)
 2.6670e-11(-2.0603e-02) 4.9711e-04(1.4864e-02) 2.8871e-02(-4.0465e-04)
 2.6567e-11(-2.0563e-02) 4.9891e-04(1.4914e-02) 2.8911e-02(-4.0658e-04)
 2.6464e-11(-2.0523e-02) 5.0072e-04(1.4964e-02) 2.8952e-02(-4.0852e-04)
 2.6362e-11(-2.0483e-02) 5.0255e-04(1.5014e-02) 2.8993e-02(-4.1046e-04)
 2.6260e-11(-2.0444e-02) 5.0439e-04(1.5065e-02) 2.9034e-02(-4.1242e-04)
 2.6160e-11(-2.0404e-02) 5.0624e-04(1.5115e-02) 2.9075e-02(-4.1440e-04)
 2.6059e-11(-2.0365e-02) 5.0810e-04(1.5166e-02) 2.9117e-02(-4.1638e-04)
 2.5960e-11(-2.0326e-02) 5.0998e-04(1.5217e-02) 2.9159e-02(-4.1837e-04)
 2.5860e-11(-2.0287e-02) 5.1187e-04(1.5268e-02) 2.9201e-02(-4.2038e-04)
 2.5762e-11(-2.0249e-02) 5.1376e-04(1.5319e-02) 2.9243e-02(-4.2240e-04)
 2.5664e-11(-2.0210e-02) 5.1568e-04(1.5370e-02) 2.9285e-02(-4.2443e-04)
 2.5566e-11(-2.0172e-02) 5.1760e-04(1.5422e-02) 2.9327e-02(-4.2648e-04)
 2.5469e-11(-2.0133e-02) 5.1954e-04(1.5474e-02) 2.9370e-02(-4.2854e-04)
 2.5373e-11(-2.0095e-02) 5.2149e-04(1.5526e-02) 2.9413e-02(-4.3060e-04)
 2.5277e-11(-2.0057e-02) 5.2345e-04(1.5578e-02) 2.9456e-02(-4.3269e-04)
 2.5182e-11(-2.0019e-02) 5.2543e-04(1.5630e-02) 2.9500e-02(-4.3478e-04)
 2.5087e-11(-1.9982e-02) 5.2742e-04(1.5683e-02) 2.9543e-02(-4.3689e-04)
 2.4993e-11(-1.9944e-02) 5.2942e-04(1.5736e-02) 2.9587e-02(-4.3901e-04)
 2.4899e-11(-1.9907e-02) 5.3144e-04(1.5789e-02) 2.9631e-02(-4.4114e-04)
 2.4806e-11(-1.9870e-02) 5.3347e-04(1.5842e-02) 2.9675e-02(-4.4329e-04)
 2.4713e-11(-1.9832e-02) 5.3551e-04(1.5895e-02) 2.9719e-02(-4.4545e-04)
 2.4621e-11(-1.9795e-02) 5.3757e-04(1.5949e-02) 2.9764e-02(-4.4763e-04)
 2.4530e-11(-1.9759e-02) 5.3964e-04(1.6003e-02) 2.9809e-02(-4.4981e-04)
 2.4438e-11(-1.9722e-02) 5.4172e-04(1.6057e-02) 2.9854e-02(-4.5201e-04)
 2.4348e-11(-1.9685e-02) 5.4382e-04(1.6111e-02) 2.9899e-02(-4.5423e-04)
 2.4258e-11(-1.9649e-02) 5.4593e-04(1.6166e-02) 2.9945e-02(-4.5646e-04)
 2.4168e-11(-1.9612e-02) 5.4806e-04(1.6220e-02) 2.9990e-02(-4.5870e-04)
 2.4079e-11(-1.9576e-02) 5.5020e-04(1.6275e-02) 3.0036e-02(-4.6096e-04)
 2.3990e-11(-1.9540e-02) 5.5236e-04(1.6330e-02) 3.0082e-02(-4.6323e-04)
 2.3902e-11(-1.9504e-02) 5.5453e-04(1.6385e-02) 3.0129e-02(-4.6552e-04)
 2.3815e-11(-1.9468e-02) 5.5672e-04(1.6441e-02) 3.0175e-02(-4.6782e-04)
 2.3728e-11(-1.9433e-02) 5.5892e-04(1.6497e-02) 3.0222e-02(-4.7013e-04)
 2.3641e-11(-1.9397e-02) 5.6113e-04(1.6553e-02) 3.0269e-02(-4.7246e-04)
 2.3555e-11(-1.9362e-02) 5.6336e-04(1.6609e-02) 3.0317e-02(-4.7481e-04)
 2.3469e-11(-1.9327e-02) 5.6561e-04(1.6665e-02) 3.0364e-02(-4.7717e-04)
 2.3384e-11(-1.9292e-02) 5.6787e-04(1.6722e-02) 3.0412e-02(-4.7955e-04)
 2.3299e-11(-1.9256e-02) 5.7015e-04(1.6779e-02) 3.0460e-02(-4.8194e-04)
 2.3214e-11(-1.9222e-02) 5.7244e-04(1.6836e-02) 3.0508e-02(-4.8434e-04)
 2.3131e-11(-1.9187e-02) 5.7475e-04(1.6893e-02) 3.0557e-02(-4.8677e-04)
 2.3047e-11(-1.9152e-02) 5.7707e-04(1.6951e-02) 3.0605e-02(-4.8920e-04)
 2.2964e-11(-1.9118e-02) 5.7942e-04(1.7008e-02) 3.0654e-02(-4.9166e-04)
 2.2882e-11(-1.9083e-02) 5.8177e-04(1.7066e-02) 3.0704e-02(-4.9413e-04)
 2.2800e-11(-1.9049e-02) 5.8415e-04(1.7125e-02) 3.0753e-02(-4.9662e-04)
 2.2718e-11(-1.9015e-02) 5.8654e-04(1.7183e-02) 3.0803e-02(-4.9912e-04)
 2.2637e-11(-1.8981e-02) 5.8894e-04(1.7242e-02) 3.0853e-02(-5.0164e-04)
 2.2556e-11(-1.8947e-02) 5.9137e-04(1.7301e-02) 3.0903e-02(-5.0417e-04)
 2.2476e-11(-1.8913e-02) 5.9381e-04(1.7360e-02) 3.0954e-02(-5.0673e-04)
 2.2396e-11(-1.8880e-02) 5.9627e-04(1.7419e-02) 3.1004e-02(-5.0930e-04)
 2.2316e-11(-1.8846e-02) 5.9874e-04(1.7479e-02) 3.1055e-02(-5.1188e-04)
 2.2237e-11(-1.8813e-02) 6.0124e-04(1.7539e-02) 3.1107e-02(-5.1449e-04)
 2.2159e-11(-1.8779e-02) 6.0375e-04(1.7599e-02) 3.1158e-02(-5.1711e-04)
 2.2080e-11(-1.8746e-02) 6.0628e-04(1.7660e-02) 3.1210e-02(-5.1975e-04)
 2.2002e-11(-1.8713e-02) 6.0882e-04(1.7720e-02) 3.1262e-02(-5.2241e-04)
 2.1925e-11(-1.8680e-02) 6.1139e-04(1.7781e-02) 3.1314e-02(-5.2508e-04)
 2.1848e-11(-1.8647e-02) 6.1397e-04(1.7842e-02) 3.1367e-02(-5.2778e-04)
 2.1771e-11(-1.8615e-02) 6.1658e-04(1.7904e-02) 3.1420e-02(-5.3049e-04)
 2.1695e-11(-1.8582e-02) 6.1920e-04(1.7966e-02) 3.1473e-02(-5.3322e-04)
 2.1619e-11(-1.8550e-02) 6.2184e-04(1.8028e-02) 3.1526e-02(-5.3597e-04)
 2.1544e-11(-1.8517e-02) 6.2449e-04(1.8090e-02) 3.1580e-02(-5.3873e-04)
 2.1469e-11(-1.8485e-02) 6.2717e-04(1.8152e-02) 3.1634e-02(-5.4152e-04)
 2.1394e-11(-1.8453e-02) 6.2987e-04(1.8215e-02) 3.1688e-02(-5.4433e-04)
 2.1320e-11(-1.8421e-02) 6.3259e-04(1.8278e-02) 3.1743e-02(-5.4715e-04)
 2.1246e-11(-1.8389e-02) 6.3532e-04(1.8342e-02) 3.1797e-02(-5.5000e-04)
 2.1173e-11(-1.8357e-02) 6.3808e-04(1.8405e-02) 3.1852e-02(-5.5286e-04)
 2.1100e-11(-1.8325e-02) 6.4086e-04(1.8469e-02) 3.1908e-02(-5.5575e-04)
 2.1027e-11(-1.8294e-02) 6.4365e-04(1.8533e-02) 3.1964e-02(-5.5865e-04)
 2.0955e-11(-1.8262e-02) 6.4647e-04(1.8598e-02) 3.2019e-02(-5.6158e-04)
 2.0883e-11(-1.8231e-02) 6.4931e-04(1.8662e-02) 3.2076e-02(-5.6452e-04)
 2.0811e-11(-1.8200e-02) 6.5217e-04(1.8727e-02) 3.2132e-02(-5.6749e-04)
 2.0740e-11(-1.8168e-02) 6.5505e-04(1.8793e-02) 3.2189e-02(-5.7048e-04)
 2.0669e-11(-1.8137e-02) 6.5795e-04(1.8858e-02) 3.2246e-02(-5.7348e-04)
 2.0599e-11(-1.8106e-02) 6.6087e-04(1.8924e-02) 3.2304e-02(-5.7651e-04)
 2.0529e-11(-1.8076e-02) 6.6382e-04(1.8990e-02) 3.2361e-02(-5.7956e-04)
 2.0459e-11(-1.8045e-02) 6.6678e-04(1.9057e-02) 3.2419e-02(-5.8264e-04)
 2.0390e-11(-1.8014e-02) 6.6977e-04(1.9124e-02) 3.2478e-02(-5.8573e-04)
 2.0320e-11(-1.7984e-02) 6.7278e-04(1.9191e-02) 3.2536e-02(-5.8885e-04)
 2.0252e-11(-1.7953e-02) 6.7582e-04(1.9258e-02) 3.2595e-02(-5.9199e-04)
 2.0183e-11(-1.7923e-02) 6.7887e-04(1.9326e-02) 3.2655e-02(-5.9515e-04)
 2.0115e-11(-1.7893e-02) 6.8195e-04(1.9394e-02) 3.2714e-02(-5.9833e-04)
 2.0048e-11(-1.7863e-02) 6.8506e-04(1.9462e-02) 3.2774e-02(-6.0154e-04)
 1.9980e-11(-1.7832e-02) 6.8818e-04(1.9530e-02) 3.2834e-02(-6.0477e-04)
 1.9913e-11(-1.7803e-02) 6.9133e-04(1.9599e-02) 3.2895e-02(-6.0803e-04)
 1.9847e-11(-1.7773e-02) 6.9451e-04(1.9669e-02) 3.2956e-02(-6.1131e-04)
 1.9780e-11(-1.7743e-02) 6.9771e-04(1.9738e-02) 3.3017e-02(-6.1461e-04)
 1.9714e-11(-1.7713e-02) 7.0093e-04(1.9808e-02) 3.3079e-02(-6.1794e-04)
 1.9649e-11(-1.7684e-02) 7.0418e-04(1.9878e-02) 3.3140e-02(-6.2129e-04)
 1.9583e-11(-1.7654e-02) 7.0745e-04(1.9949e-02) 3.3203e-02(-6.2466e-04)
 1.9518e-11(-1.7625e-02) 7.1075e-04(2.0019e-02) 3.3265e-02(-6.2806e-04)
 1.9454e-11(-1.7596e-02) 7.1407e-04(2.0091e-02) 3.3328e-02(-6.3149e-04)
 1.9389e-11(-1.7567e-02) 7.1742e-04(2.0162e-02) 3.3391e-02(-6.3494e-04)
 1.9325e-11(-1.7538e-02) 7.2079e-04(2.0234e-02) 3.3455e-02(-6.3842e-04)
 1.9262e-11(-1.7509e-02) 7.2419e-04(2.0306e-02) 3.3519e-02(-6.4192e-04)
 1.9198e-11(-1.7480e-02) 7.2762e-04(2.0379e-02) 3.3583e-02(-6.4545e-04)
 1.9135e-11(-1.7451e-02) 7.3107e-04(2.0451e-02) 3.3648e-02(-6.4901e-04)
 1.9072e-11(-1.7423e-02) 7.3455e-04(2.0525e-02) 3.3713e-02(-6.5259e-04)
 1.9010e-11(-1.7394e-02) 7.3806e-04(2.0598e-02) 3.3778e-02(-6.5620e-04)
 1.8948e-11(-1.7366e-02) 7.4160e-04(2.0672e-02) 3.3844e-02(-6.5984e-04)
 1.8886e-11(-1.7337e-02) 7.4516e-04(2.0746e-02) 3.3910e-02(-6.6350e-04)
 1.8824e-11(-1.7309e-02) 7.4875e-04(2.0821e-02) 3.3976e-02(-6.6719e-04)
 1.8763e-11(-1.7281e-02) 7.5237e-04(2.0896e-02) 3.4043e-02(-6.7092e-04)
 1.8702e-11(-1.7253e-02) 7.5602e-04(2.0971e-02) 3.4110e-02(-6.7466e-04)
 1.8641e-11(-1.7225e-02) 7.5970e-04(2.1047e-02) 3.4178e-02(-6.7844e-04)
 1.8581e-11(-1.7197e-02) 7.6341e-04(2.1123e-02) 3.4246e-02(-6.8225e-04)
 1.8521e-11(-1.7169e-02) 7.6714e-04(2.1199e-02) 3.4314e-02(-6.8609e-04)
 1.8461e-11(-1.7141e-02) 7.7091e-04(2.1276e-02) 3.4383e-02(-6.8995e-04)
 1.8402e-11(-1.7113e-02) 7.7471e-04(2.1353e-02) 3.4452e-02(-6.9385e-04)
 1.8342e-11(-1.7086e-02) 7.7853e-04(2.1431e-02) 3.4521e-02(-6.9778e-04)
 1.8283e-11(-1.7058e-02) 7.8239e-04(2.1509e-02) 3.4591e-02(-7.0174e-04)
 1.8225e-11(-1.7031e-02) 7.8628e-04(2.1587e-02) 3.4662e-02(-7.0572e-04)
 1.8166e-11(-1.7004e-02) 7.9020e-04(2.1666e-02) 3.4732e-02(-7.0974e-04)
 1.8108e-11(-1.6977e-02) 7.9416e-04(2.1745e-02) 3.4803e-02(-7.1380e-04)
 1.8050e-11(-1.6949e-02) 7.9814e-04(2.1824e-02) 3.4875e-02(-7.1788e-04)
 1.7993e-11(-1.6922e-02) 8.0216e-04(2.1904e-02) 3.4947e-02(-7.2200e-04)
 1.7936e-11(-1.6895e-02) 8.0621e-04(2.1985e-02) 3.5019e-02(-7.2615e-04)
 1.7879e-11(-1.6869e-02) 8.1029e-04(2.2065e-02) 3.5092e-02(-7.3033e-04)
 1.7822e-11(-1.6842e-02) 8.1441e-04(2.2146e-02) 3.5165e-02(-7.3454e-04)
 1.7766e-11(-1.6815e-02) 8.1856e-04(2.2228e-02) 3.5238e-02(-7.3879e-04)
 1.7709e-11(-1.6788e-02) 8.2275e-04(2.2310e-02) 3.5312e-02(-7.4308e-04)
 1.7653e-11(-1.6762e-02) 8.2697e-04(2.2392e-02) 3.5387e-02(-7.4739e-04)
 1.7598e-11(-1.6736e-02) 8.3122e-04(2.2475e-02) 3.5462e-02(-7.5175e-04)
 1.7542e-11(-1.6709e-02) 8.3551e-04(2.2558e-02) 3.5537e-02(-7.5613e-04)
 1.7487e-11(-1.6683e-02) 8.3984e-04(2.2642e-02) 3.5613e-02(-7.6056e-04)
 1.7432e-11(-1.6657e-02) 8.4420e-04(2.2726e-02) 3.5689e-02(-7.6502e-04)
 1.7378e-11(-1.6631e-02) 8.4860e-04(2.2811e-02) 3.5765e-02(-7.6952e-04)
 1.7324e-11(-1.6605e-02) 8.5304e-04(2.2896e-02) 3.5842e-02(-7.7405e-04)
 1.7269e-11(-1.6579e-02) 8.5752e-04(2.2981e-02) 3.5920e-02(-7.7862e-04)
 1.7216e-11(-1.6553e-02) 8.6203e-04(2.3067e-02) 3.5998e-02(-7.8323e-04)
 1.7162e-11(-1.6527e-02) 8.6658e-04(2.3153e-02) 3.6076e-02(-7.8787e-04)
 1.7109e-11(-1.6501e-02) 8.7117e-04(2.3240e-02) 3.6155e-02(-7.9256e-04)
 1.7056e-11(-1.6476e-02) 8.7580e-04(2.3327e-02) 3.6235e-02(-7.9728e-04)
 1.7003e-11(-1.6450e-02) 8.8046e-04(2.3415e-02) 3.6314e-02(-8.0205e-04)
 1.6950e-11(-1.6425e-02) 8.8517e-04(2.3503e-02) 3.6395e-02(-8.0685e-04)
 1.6898e-11(-1.6399e-02) 8.8992e-04(2.3592e-02) 3.6475e-02(-8.1169e-04)
 1.6846e-11(-1.6374e-02) 8.9471e-04(2.3681e-02) 3.6557e-02(-8.1658e-04)
 1.6794e-11(-1.6349e-02) 8.9954e-04(2.3770e-02) 3.6639e-02(-8.2150e-04)
 1.6742e-11(-1.6324e-02) 9.0441e-04(2.3860e-02) 3.6721e-02(-8.2647e-04)
 1.6691e-11(-1.6299e-02) 9.0933e-04(2.3951e-02) 3.6804e-02(-8.3148e-04)
 1.6640e-11(-1.6274e-02) 9.1429e-04(2.4042e-02) 3.6887e-02(-8.3653e-04)
 1.6589e-11(-1.6249e-02) 9.1929e-04(2.4133e-02) 3.6971e-02(-8.4163e-04)
 1.6538e-11(-1.6224e-02) 9.2434e-04(2.4225e-02) 3.7055e-02(-8.4677e-04)
 1.6488e-11(-1.6199e-02) 9.2942e-04(2.4318e-02) 3.7140e-02(-8.5195e-04)
 1.6437e-11(-1.6174e-02) 9.3456e-04(2.4411e-02) 3.7225e-02(-8.5718e-04)
 1.6387e-11(-1.6150e-02) 9.3974e-04(2.4505e-02) 3.7311e-02(-8.6245e-04)
 1.6338e-11(-1.6125e-02) 9.4497e-04(2.4599e-02) 3.7397e-02(-8.6777e-04)
 1.6288e-11(-1.6101e-02) 9.5024e-04(2.4693e-02) 3.7484e-02(-8.7314e-04)
 1.6239e-11(-1.6076e-02) 9.5556e-04(2.4788e-02) 3.7571e-02(-8.7855e-04)
 1.6190e-11(-1.6052e-02) 9.6093e-04(2.4884e-02) 3.7659e-02(-8.8401e-04)
 1.6141e-11(-1.6028e-02) 9.6634e-04(2.4980e-02) 3.7748e-02(-8.8952e-04)
 1.6092e-11(-1.6004e-02) 9.7181e-04(2.5077e-02) 3.7837e-02(-8.9508e-04)
 1.6044e-11(-1.5979e-02) 9.7732e-04(2.5174e-02) 3.7927e-02(-9.0068e-04)
 1.5995e-11(-1.5955e-02) 9.8288e-04(2.5272e-02) 3.8017e-02(-9.0634e-04)
 1.5947e-11(-1.5931e-02) 9.8850e-04(2.5370e-02) 3.8108e-02(-9.1204e-04)
 1.5900e-11(-1.5908e-02) 9.9416e-04(2.5469e-02) 3.8199e-02(-9.1780e-04)
 1.5852e-11(-1.5884e-02) 9.9988e-04(2.5569e-02) 3.8291e-02(-9.2361e-04)
 1.5805e-11(-1.5860e-02) 1.0056e-03(2.5669e-02) 3.8383e-02(-9.2947e-04)
 1.5758e-11(-1.5836e-02) 1.0115e-03(2.5770e-02) 3.8476e-02(-9.3538e-04)
 1.5711e-11(-1.5813e-02) 1.0173e-03(2.5871e-02) 3.8570e-02(-9.4135e-04)
 1.5664e-11(-1.5789e-02) 1.0233e-03(2.5973e-02) 3.8664e-02(-9.4737e-04)
 1.5617e-11(-1.5766e-02) 1.0293e-03(2.6075e-02) 3.8759e-02(-9.5344e-04)
 1.5571e-11(-1.5742e-02) 1.0353e-03(2.6178e-02) 3.8855e-02(-9.5957e-04)
 1.5525e-11(-1.5719e-02) 1.0414e-03(2.6282e-02) 3.8951e-02(-9.6576e-04)
 1.5479e-11(-1.5696e-02) 1.0475e-03(2.6386e-02) 3.9047e-02(-9.7201e-04)
 1.5433e-11(-1.5673e-02) 1.0538e-03(2.6491e-02) 3.9145e-02(-9.7831e-04)
 1.5388e-11(-1.5649e-02) 1.0600e-03(2.6597e-02) 3.9243e-02(-9.8467e-04)
 1.5343e-11(-1.5626e-02) 1.0664e-03(2.6703e-02) 3.9341e-02(-9.9108e-04)
 1.5297e-11(-1.5603e-02) 1.0727e-03(2.6809e-02) 3.9440e-02(-9.9756e-04)
 1.5253e-11(-1.5581e-02) 1.0792e-03(2.6917e-02) 3.9540e-02(-1.0041e-03)
 1.5208e-11(-1.5558e-02) 1.0857e-03(2.7025e-02) 3.9641e-02(-1.0107e-03)
 1.5163e-11(-1.5535e-02) 1.0923e-03(2.7134e-02) 3.9742e-02(-1.0174e-03)
 1.5119e-11(-1.5512e-02) 1.0989e-03(2.7243e-02) 3.9844e-02(-1.0241e-03)
 1.5075e-11(-1.5490e-02) 1.1056e-03(2.7353e-02) 3.9946e-02(-1.0309e-03)
 1.5031e-11(-1.5467e-02) 1.1124e-03(2.7464e-02) 4.0050e-02(-1.0377e-03)
 1.4987e-11(-1.5444e-02) 1.1192e-03(2.7575e-02) 4.0153e-02(-1.0446e-03)
 1.4944e-11(-1.5422e-02) 1.1261e-03(2.7687e-02) 4.0258e-02(-1.0516e-03)
 1.4900e-11(-1.5400e-02) 1.1331e-03(2.7800e-02) 4.0363e-02(-1.0587e-03)
 1.4857e-11(-1.5377e-02) 1.1401e-03(2.7913e-02) 4.0469e-02(-1.0658e-03)
 1.4814e-11(-1.5355e-02) 1.1472e-03(2.8027e-02) 4.0576e-02(-1.0730e-03)
 1.4772e-11(-1.5333e-02) 1.1544e-03(2.8142e-02) 4.0684e-02(-1.0802e-03)
 1.4729e-11(-1.5311e-02) 1.1616e-03(2.8258e-02) 4.0792e-02(-1.0876e-03)
 1.4687e-11(-1.5289e-02) 1.1689e-03(2.8374e-02) 4.0901e-02(-1.0950e-03)
 1.4644e-11(-1.5267e-02) 1.1763e-03(2.8491e-02) 4.1010e-02(-1.1024e-03)
 1.4602e-11(-1.5245e-02) 1.1838e-03(2.8609e-02) 4.1121e-02(-1.1100e-03)
 1.4560e-11(-1.5223e-02) 1.1913e-03(2.8727e-02) 4.1232e-02(-1.1176e-03)
 1.4519e-11(-1.5201e-02) 1.1989e-03(2.8847e-02) 4.1344e-02(-1.1253e-03)
 1.4477e-11(-1.5179e-02) 1.2066e-03(2.8967e-02) 4.1456e-02(-1.1331e-03)
 1.4436e-11(-1.5158e-02) 1.2143e-03(2.9087e-02) 4.1570e-02(-1.1409e-03)
 1.4395e-11(-1.5136e-02) 1.2222e-03(2.9209e-02) 4.1684e-02(-1.1488e-03)
 1.4354e-11(-1.5114e-02) 1.2301e-03(2.9331e-02) 4.1799e-02(-1.1568e-03)
 1.4313e-11(-1.5093e-02) 1.2381e-03(2.9454e-02) 4.1915e-02(-1.1649e-03)
 1.4272e-11(-1.5071e-02) 1.2462e-03(2.9578e-02) 4.2031e-02(-1.1731e-03)
 1.4232e-11(-1.5050e-02) 1.2543e-03(2.9703e-02) 4.2149e-02(-1.1813e-03)
 1.4191e-11(-1.5029e-02) 1.2626e-03(2.9829e-02) 4.2267e-02(-1.1897e-03)
 1.4151e-11(-1.5008e-02) 1.2709e-03(2.9955e-02) 4.2386e-02(-1.1981e-03)
 1.4111e-11(-1.4986e-02) 1.2793e-03(3.0082e-02) 4.2506e-02(-1.2066e-03)
 1.4072e-11(-1.4965e-02) 1.2878e-03(3.0210e-02) 4.2627e-02(-1.2152e-03)
 1.4032e-11(-1.4944e-02) 1.2964e-03(3.0339e-02) 4.2749e-02(-1.2238e-03)
 1.3993e-11(-1.4923e-02) 1.3051e-03(3.0469e-02) 4.2871e-02(-1.2326e-03)
 1.3953e-11(-1.4902e-02) 1.3139e-03(3.0600e-02) 4.2994e-02(-1.2415e-03)
 1.3914e-11(-1.4881e-02) 1.3227e-03(3.0731e-02) 4.3119e-02(-1.2504e-03)
 1.3875e-11(-1.4860e-02) 1.3317e-03(3.0864e-02) 4.3244e-02(-1.2595e-03)
 1.3836e-11(-1.4840e-02) 1.3408e-03(3.0997e-02) 4.3370e-02(-1.2686e-03)
 1.3798e-11(-1.4819e-02) 1.3499e-03(3.1131e-02) 4.3497e-02(-1.2778e-03)
 1.3759e-11(-1.4798e-02) 1.3592e-03(3.1266e-02) 4.3625e-02(-1.2872e-03)
 1.3721e-11(-1.4778e-02) 1.3685e-03(3.1402e-02) 4.3754e-02(-1.2966e-03)
 1.3683e-11(-1.4757e-02) 1.3779e-03(3.1539e-02) 4.3884e-02(-1.3061e-03)
 1.3645e-11(-1.4737e-02) 1.3875e-03(3.1677e-02) 4.4014e-02(-1.3158e-03)
 1.3607e-11(-1.4716e-02) 1.3972e-03(3.1816e-02) 4.4146e-02(-1.3255e-03)
 1.3569e-11(-1.4696e-02) 1.4069e-03(3.1956e-02) 4.4279e-02(-1.3353e-03)
 1.3532e-11(-1.4675e-02) 1.4168e-03(3.2097e-02) 4.4412e-02(-1.3453e-03)
 1.3495e-11(-1.4655e-02) 1.4267e-03(3.2239e-02) 4.4547e-02(-1.3553e-03)
 1.3457e-11(-1.4635e-02) 1.4368e-03(3.2381e-02) 4.4683e-02(-1.3655e-03)
 1.3420e-11(-1.4615e-02) 1.4470e-03(3.2525e-02) 4.4819e-02(-1.3758e-03)
 1.3383e-11(-1.4595e-02) 1.4573e-03(3.2670e-02) 4.4957e-02(-1.3862e-03)
 1.3347e-11(-1.4575e-02) 1.4677e-03(3.2816e-02) 4.5096e-02(-1.3967e-03)
 1.3310e-11(-1.4555e-02) 1.4783e-03(3.2963e-02) 4.5236e-02(-1.4073e-03)
 1.3274e-11(-1.4535e-02) 1.4889e-03(3.3111e-02) 4.5377e-02(-1.4180e-03)
 1.3237e-11(-1.4515e-02) 1.4997e-03(3.3260e-02) 4.5519e-02(-1.4289e-03)
 1.3201e-11(-1.4495e-02) 1.5106e-03(3.3410e-02) 4.5662e-02(-1.4398e-03)
 1.3165e-11(-1.4475e-02) 1.5216e-03(3.3561e-02) 4.5806e-02(-1.4509e-03)
 1.3129e-11(-1.4455e-02) 1.5327e-03(3.3713e-02) 4.5951e-02(-1.4622e-03)
 1.3094e-11(-1.4436e-02) 1.5440e-03(3.3867e-02) 4.6097e-02(-1.4735e-03)
 1.3058e-11(-1.4416e-02) 1.5554e-03(3.4021e-02) 4.6245e-02(-1.4850e-03)
 1.3023e-11(-1.4397e-02) 1.5669e-03(3.4177e-02) 4.6393e-02(-1.4966e-03)
 1.2987e-11(-1.4377e-02) 1.5786e-03(3.4334e-02) 4.6543e-02(-1.5083e-03)
 1.2952e-11(-1.4358e-02) 1.5904e-03(3.4492e-02) 4.6694e-02(-1.5202e-03)
 1.2917e-11(-1.4338e-02) 1.6023e-03(3.4651e-02) 4.6846e-02(-1.5322e-03)
 1.2883e-11(-1.4319e-02) 1.6144e-03(3.4811e-02) 4.7000e-02(-1.5444e-03)
 1.2848e-11(-1.4300e-02) 1.6266e-03(3.4973e-02) 4.7154e-02(-1.5566e-03)
 1.2813e-11(-1.4280e-02) 1.6389e-03(3.5136e-02) 4.7310e-02(-1.5691e-03)
 1.2779e-11(-1.4261e-02) 1.6514e-03(3.5300e-02) 4.7467e-02(-1.5817e-03)
 1.2745e-11(-1.4242e-02) 1.6641e-03(3.5465e-02) 4.7625e-02(-1.5944e-03)
 1.2710e-11(-1.4223e-02) 1.6769e-03(3.5632e-02) 4.7785e-02(-1.6073e-03)
 1.2676e-11(-1.4204e-02) 1.6898e-03(3.5799e-02) 4.7946e-02(-1.6203e-03)
 1.2643e-11(-1.4185e-02) 1.7029e-03(3.5969e-02) 4.8108e-02(-1.6335e-03)
 1.2609e-11(-1.4166e-02) 1.7162e-03(3.6139e-02) 4.8272e-02(-1.6468e-03)
 1.2575e-11(-1.4147e-02) 1.7296e-03(3.6311e-02) 4.8436e-02(-1.6603e-03)
 1.2542e-11(-1.4128e-02) 1.7432e-03(3.6484e-02) 4.8603e-02(-1.6740e-03)
 1.2508e-11(-1.4109e-02) 1.7569e-03(3.6658e-02) 4.8770e-02(-1.6878e-03)
 1.2475e-11(-1.4091e-02) 1.7708e-03(3.6834e-02) 4.8939e-02(-1.7018e-03)
 1.2442e-11(-1.4072e-02) 1.7849e-03(3.7011e-02) 4.9109e-02(-1.7159e-03)
 1.2409e-11(-1.4053e-02) 1.7992e-03(3.7190e-02) 4.9281e-02(-1.7303e-03)
 1.2376e-11(-1.4035e-02) 1.8136e-03(3.7370e-02) 4.9454e-02(-1.7448e-03)
 1.2344e-11(-1.4016e-02) 1.8282e-03(3.7551e-02) 4.9629e-02(-1.7595e-03)
 1.2311e-11(-1.3998e-02) 1.8430e-03(3.7734e-02) 4.9805e-02(-1.7743e-03)
 1.2279e-11(-1.3979e-02) 1.8580e-03(3.7919e-02) 4.9982e-02(-1.7894e-03)
 1.2246e-11(-1.3961e-02) 1.8731e-03(3.8105e-02) 5.0161e-02(-1.8046e-03)
 1.2214e-11(-1.3943e-02) 1.8885e-03(3.8292e-02) 5.0342e-02(-1.8201e-03)
 1.2182e-11(-1.3924e-02) 1.9040e-03(3.8481e-02) 5.0524e-02(-1.8357e-03)
 1.2150e-11(-1.3906e-02) 1.9198e-03(3.8672e-02) 5.0708e-02(-1.8515e-03)
 1.2119e-11(-1.3888e-02) 1.9357e-03(3.8864e-02) 5.0893e-02(-1.8675e-03)
 1.2087e-11(-1.3870e-02) 1.9519e-03(3.9057e-02) 5.1080e-02(-1.8838e-03)
 1.2055e-11(-1.3852e-02) 1.9682e-03(3.9253e-02) 5.1269e-02(-1.9002e-03)
 1.2024e-11(-1.3834e-02) 1.9848e-03(3.9450e-02) 5.1459e-02(-1.9168e-03)
 1.1993e-11(-1.3816e-02) 2.0016e-03(3.9648e-02) 5.1650e-02(-1.9337e-03)
 1.1961e-11(-1.3798e-02) 2.0186e-03(3.9849e-02) 5.1844e-02(-1.9508e-03)
 1.1930e-11(-1.3780e-02) 2.0358e-03(4.0050e-02) 5.2039e-02(-1.9681e-03)
 1.1900e-11(-1.3762e-02) 2.0533e-03(4.0254e-02) 5.2236e-02(-1.9856e-03)
 1.1869e-11(-1.3744e-02) 2.0709e-03(4.0460e-02) 5.2435e-02(-2.0034e-03)
