%# f in GHz     S1(1)1(1)              S1(1)2(1)              S1(1)3(1)              S1(1)4(1)              S2(1)1(1)              S2(1)2(1)              S2(1)3(1)              S2(1)4(1)              S3(1)1(1)              S3(1)2(1)              S3(1)3(1)              S3(1)4(1)              S4(1)1(1)              S4(1)2(1)              S4(1)3(1)              S4(1)4(1)
%#              Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im
%# Reference impedance at port 1 (mode 1):  52.4062385559082, port 2 (mode 1):  64.4482116699219, port 3 (mode 1):  65.5613021850586, port 4 (mode 1):  54.8182716369629 
0.484000       0.625654  0.007611     0.488033  -0.501583     -0.119811  -0.207813     -0.236444  -0.056941     0.484650  -0.503355     -0.150777  0.433811     0.348416  -0.203391     0.130504  -0.346670     -0.117002  -0.208046     0.348300  -0.203842     -0.170333  0.312915     0.726950  -0.353065     -0.234891  -0.058377     0.129785  -0.347755     0.729157  -0.352481     0.252120  0.294208
0.485000       0.625733  0.005963     0.486987  -0.502788     -0.120333  -0.207168     -0.236378  -0.055763     0.483558  -0.504478     -0.149442  0.434041     0.348363  -0.203782     0.129732  -0.346877     -0.117528  -0.207475     0.348235  -0.204231     -0.169740  0.312940     0.726438  -0.354250     -0.234862  -0.057244     0.128987  -0.347945     0.728664  -0.353722     0.252629  0.293758
0.486000       0.625809  0.004318     0.485936  -0.503991     -0.120853  -0.206524     -0.236307  -0.054589     0.482463  -0.505599     -0.148105  0.434266     0.348309  -0.204174     0.128960  -0.347082     -0.118052  -0.206904     0.348170  -0.204622     -0.169148  0.312965     0.725923  -0.355433     -0.234828  -0.056113     0.128188  -0.348135     0.728167  -0.354961     0.253135  0.293311
0.487000       0.625883  0.002677     0.484881  -0.505193     -0.121369  -0.205881     -0.236231  -0.053418     0.481366  -0.506717     -0.146768  0.434488     0.348256  -0.204568     0.128187  -0.347287     -0.118575  -0.206333     0.348106  -0.205013     -0.168558  0.312990     0.725406  -0.356613     -0.234792  -0.054986     0.127390  -0.348322     0.727666  -0.356197     0.253640  0.292866
0.488000       0.625954  0.001039     0.483820  -0.506392     -0.121882  -0.205237     -0.236150  -0.052252     0.480266  -0.507832     -0.145429  0.434707     0.348202  -0.204962     0.127414  -0.347490     -0.119097  -0.205763     0.348042  -0.205405     -0.167969  0.313015     0.724886  -0.357790     -0.234752  -0.053861     0.126591  -0.348508     0.727161  -0.357432     0.254142  0.292425
0.489000       0.626021  -0.000594     0.482755  -0.507590     -0.122391  -0.204594     -0.236065  -0.051089     0.479163  -0.508944     -0.144088  0.434921     0.348149  -0.205358     0.126640  -0.347693     -0.119617  -0.205192     0.347977  -0.205798     -0.167381  0.313040     0.724363  -0.358963     -0.234709  -0.052738     0.125792  -0.348693     0.726652  -0.358663     0.254643  0.291986
0.490000       0.626087  -0.002226     0.481685  -0.508786     -0.122897  -0.203951     -0.235976  -0.049931     0.478058  -0.510052     -0.142747  0.435132     0.348095  -0.205755     0.125866  -0.347894     -0.120135  -0.204622     0.347913  -0.206192     -0.166794  0.313064     0.723838  -0.360134     -0.234662  -0.051620     0.124993  -0.348875     0.726139  -0.359892     0.255142  0.291549
0.491000       0.626149  -0.003853     0.480611  -0.509979     -0.123400  -0.203308     -0.235882  -0.048775     0.476950  -0.511158     -0.141405  0.435339     0.348042  -0.206153     0.125092  -0.348095     -0.120652  -0.204052     0.347849  -0.206586     -0.166208  0.313088     0.723311  -0.361302     -0.234612  -0.050503     0.124195  -0.349057     0.725622  -0.361119     0.255640  0.291115
0.492000       0.626209  -0.005477     0.479532  -0.511170     -0.123899  -0.202666     -0.235783  -0.047624     0.475839  -0.512261     -0.140061  0.435542     0.347988  -0.206552     0.124317  -0.348295     -0.121168  -0.203482     0.347785  -0.206982     -0.165624  0.313112     0.722781  -0.362467     -0.234559  -0.049390     0.123396  -0.349237     0.725101  -0.362343     0.256136  0.290684
0.493000       0.626266  -0.007097     0.478447  -0.512359     -0.124396  -0.202024     -0.235681  -0.046477     0.474726  -0.513361     -0.138717  0.435741     0.347935  -0.206952     0.123541  -0.348494     -0.121682  -0.202912     0.347721  -0.207379     -0.165041  0.313136     0.722249  -0.363629     -0.234502  -0.048278     0.122597  -0.349415     0.724576  -0.363564     0.256632  0.290255
0.494000       0.626321  -0.008715     0.477359  -0.513546     -0.124889  -0.201383     -0.235574  -0.045334     0.473610  -0.514458     -0.137371  0.435937     0.347881  -0.207354     0.122765  -0.348692     -0.122195  -0.202342     0.347657  -0.207776     -0.164459  0.313160     0.721714  -0.364788     -0.234443  -0.047170     0.121797  -0.349592     0.724048  -0.364783     0.257125  0.289829
0.495000       0.626374  -0.010330     0.476265  -0.514731     -0.125378  -0.200743     -0.235463  -0.044195     0.472492  -0.515552     -0.136024  0.436129     0.347828  -0.207756     0.121988  -0.348889     -0.122707  -0.201772     0.347593  -0.208175     -0.163879  0.313183     0.721177  -0.365944     -0.234380  -0.046064     0.120998  -0.349767     0.723516  -0.365998     0.257617  0.289406
0.496000       0.626424  -0.011940     0.475166  -0.515913     -0.125865  -0.200102     -0.235347  -0.043059     0.471371  -0.516643     -0.134676  0.436317     0.347774  -0.208160     0.121211  -0.349085     -0.123218  -0.201203     0.347529  -0.208574     -0.163299  0.313207     0.720638  -0.367097     -0.234314  -0.044962     0.120199  -0.349940     0.722980  -0.367212     0.258108  0.288985
0.497000       0.626472  -0.013549     0.474063  -0.517094     -0.126349  -0.199463     -0.235228  -0.041927     0.470247  -0.517732     -0.133327  0.436501     0.347721  -0.208565     0.120434  -0.349280     -0.123727  -0.200633     0.347465  -0.208974     -0.162721  0.313231     0.720097  -0.368247     -0.234246  -0.043861     0.119400  -0.350113     0.722440  -0.368422     0.258597  0.288567
0.498000       0.626517  -0.015154     0.472955  -0.518271     -0.126830  -0.198824     -0.235105  -0.040800     0.469121  -0.518817     -0.131977  0.436681     0.347667  -0.208972     0.119656  -0.349474     -0.124235  -0.200063     0.347401  -0.209375     -0.162143  0.313254     0.719553  -0.369394     -0.234174  -0.042764     0.118601  -0.350283     0.721896  -0.369630     0.259086  0.288151
0.499000       0.626561  -0.016757     0.471842  -0.519447     -0.127307  -0.198185     -0.234978  -0.039676     0.467992  -0.519900     -0.130625  0.436858     0.347613  -0.209379     0.118877  -0.349668     -0.124742  -0.199494     0.347338  -0.209777     -0.161567  0.313278     0.719008  -0.370538     -0.234099  -0.041668     0.117802  -0.350453     0.721349  -0.370834     0.259574  0.287738
0.500000       0.626602  -0.018357     0.470724  -0.520620     -0.127782  -0.197547     -0.234847  -0.038556     0.466861  -0.520980     -0.129273  0.437031     0.347560  -0.209788     0.118098  -0.349860     -0.125247  -0.198924     0.347274  -0.210181     -0.160992  0.313301     0.718460  -0.371679     -0.234021  -0.040576     0.117002  -0.350621     0.720799  -0.372036     0.260060  0.287327
0.501000       0.626641  -0.019955     0.469602  -0.521790     -0.128253  -0.196910     -0.234712  -0.037440     0.465727  -0.522057     -0.127919  0.437200     0.347506  -0.210198     0.117318  -0.350051     -0.125752  -0.198354     0.347210  -0.210585     -0.160418  0.313325     0.717910  -0.372818     -0.233940  -0.039485     0.116203  -0.350787     0.720244  -0.373235     0.260546  0.286919
0.502000       0.626678  -0.021549     0.468474  -0.522958     -0.128722  -0.196274     -0.234574  -0.036328     0.464591  -0.523131     -0.126565  0.437365     0.347452  -0.210609     0.116537  -0.350242     -0.126255  -0.197785     0.347147  -0.210990     -0.159846  0.313348     0.717359  -0.373953     -0.233857  -0.038398     0.115404  -0.350952     0.719687  -0.374431     0.261031  0.286513
0.503000       0.626712  -0.023140     0.467342  -0.524124     -0.129187  -0.195639     -0.234432  -0.035220     0.463452  -0.524202     -0.125209  0.437527     0.347398  -0.211021     0.115756  -0.350431     -0.126757  -0.197215     0.347083  -0.211396     -0.159274  0.313372     0.716805  -0.375086     -0.233770  -0.037313     0.114604  -0.351115     0.719125  -0.375625     0.261515  0.286110
0.504000       0.626745  -0.024730     0.466205  -0.525286     -0.129650  -0.195004     -0.234287  -0.034116     0.462311  -0.525271     -0.123853  0.437684     0.347344  -0.211434     0.114975  -0.350620     -0.127258  -0.196645     0.347020  -0.211803     -0.158702  0.313396     0.716250  -0.376215     -0.233681  -0.036230     0.113805  -0.351277     0.718561  -0.376815     0.261998  0.285709
0.505000       0.626776  -0.026318     0.465063  -0.526447     -0.130110  -0.194370     -0.234137  -0.033015     0.461168  -0.526337     -0.122495  0.437838     0.347290  -0.211849     0.114192  -0.350807     -0.127758  -0.196075     0.346956  -0.212211     -0.158132  0.313419     0.715692  -0.377342     -0.233589  -0.035149     0.113006  -0.351438     0.717993  -0.378002     0.262480  0.285311
0.506000       0.626804  -0.027902     0.463917  -0.527604     -0.130567  -0.193737     -0.233985  -0.031918     0.460022  -0.527400     -0.121137  0.437988     0.347236  -0.212265     0.113409  -0.350994     -0.128257  -0.195505     0.346893  -0.212620     -0.157563  0.313443     0.715133  -0.378466     -0.233494  -0.034071     0.112206  -0.351597     0.717421  -0.379186     0.262962  0.284915
0.507000       0.626831  -0.029485     0.462765  -0.528759     -0.131021  -0.193104     -0.233829  -0.030826     0.458873  -0.528461     -0.119777  0.438135     0.347182  -0.212682     0.112626  -0.351179     -0.128754  -0.194934     0.346830  -0.213030     -0.156995  0.313467     0.714572  -0.379587     -0.233396  -0.032995     0.111407  -0.351755     0.716846  -0.380367     0.263444  0.284522
0.508000       0.626856  -0.031065     0.461609  -0.529911     -0.131472  -0.192473     -0.233670  -0.029737     0.457722  -0.529519     -0.118416  0.438277     0.347127  -0.213101     0.111842  -0.351364     -0.129250  -0.194364     0.346766  -0.213441     -0.156428  0.313491     0.714010  -0.380705     -0.233296  -0.031921     0.110608  -0.351911     0.716268  -0.381545     0.263924  0.284131
0.509000       0.626879  -0.032644     0.460448  -0.531060     -0.131921  -0.191842     -0.233508  -0.028652     0.456568  -0.530574     -0.117055  0.438416     0.347073  -0.213521     0.111057  -0.351548     -0.129746  -0.193793     0.346703  -0.213854     -0.155862  0.313515     0.713446  -0.381820     -0.233193  -0.030850     0.109808  -0.352066     0.715687  -0.382720     0.264405  0.283742
0.510000       0.626900  -0.034221     0.459283  -0.532207     -0.132367  -0.191213     -0.233342  -0.027571     0.455412  -0.531627     -0.115693  0.438551     0.347018  -0.213942     0.110272  -0.351730     -0.130240  -0.193223     0.346639  -0.214267     -0.155296  0.313540     0.712880  -0.382933     -0.233087  -0.029781     0.109009  -0.352220     0.715102  -0.383892     0.264885  0.283356
0.511000       0.626919  -0.035794     0.458112  -0.533351     -0.132811  -0.190584     -0.233174  -0.026493     0.454254  -0.532676     -0.114329  0.438682     0.346963  -0.214364     0.109486  -0.351912     -0.130733  -0.192651     0.346576  -0.214681     -0.154731  0.313564     0.712312  -0.384043     -0.232979  -0.028714     0.108210  -0.352372     0.714515  -0.385061     0.265365  0.282971
0.512000       0.626936  -0.037367     0.456937  -0.534491     -0.133251  -0.189956     -0.233002  -0.025419     0.453093  -0.533724     -0.112964  0.438810     0.346908  -0.214788     0.108699  -0.352093     -0.131226  -0.192080     0.346513  -0.215096     -0.154168  0.313589     0.711743  -0.385150     -0.232868  -0.027649     0.107411  -0.352523     0.713924  -0.386226     0.265845  0.282589
0.513000       0.626952  -0.038938     0.455757  -0.535629     -0.133690  -0.189329     -0.232827  -0.024350     0.451929  -0.534768     -0.111599  0.438933     0.346853  -0.215213     0.107912  -0.352272     -0.131717  -0.191508     0.346449  -0.215513     -0.153605  0.313614     0.711172  -0.386254     -0.232754  -0.026586     0.106611  -0.352673     0.713330  -0.387388     0.266324  0.282209
0.514000       0.626965  -0.040508     0.454572  -0.536764     -0.134126  -0.188704     -0.232650  -0.023283     0.450764  -0.535811     -0.110232  0.439053     0.346798  -0.215639     0.107123  -0.352451     -0.132207  -0.190936     0.346386  -0.215930     -0.153042  0.313639     0.710600  -0.387356     -0.232637  -0.025526     0.105812  -0.352821     0.712733  -0.388547     0.266803  0.281832
0.515000       0.626977  -0.042075     0.453383  -0.537895     -0.134559  -0.188079     -0.232469  -0.022221     0.449595  -0.536850     -0.108865  0.439169     0.346742  -0.216066     0.106335  -0.352629     -0.132696  -0.190364     0.346323  -0.216349     -0.152480  0.313664     0.710026  -0.388454     -0.232518  -0.024467     0.105013  -0.352968     0.712134  -0.389703     0.267282  0.281456
0.516000       0.626987  -0.043641     0.452189  -0.539024     -0.134990  -0.187455     -0.232286  -0.021162     0.448425  -0.537887     -0.107496  0.439282     0.346686  -0.216495     0.105545  -0.352805     -0.133184  -0.189792     0.346259  -0.216769     -0.151920  0.313689     0.709451  -0.389551     -0.232397  -0.023411     0.104214  -0.353114     0.711531  -0.390856     0.267761  0.281083
0.517000       0.626995  -0.045205     0.450990  -0.540150     -0.135418  -0.186833     -0.232100  -0.020107     0.447251  -0.538921     -0.106127  0.439390     0.346630  -0.216925     0.104755  -0.352981     -0.133671  -0.189219     0.346196  -0.217189     -0.151359  0.313715     0.708875  -0.390644     -0.232273  -0.022356     0.103414  -0.353258     0.710925  -0.392005     0.268240  0.280712
0.518000       0.627001  -0.046768     0.449786  -0.541272     -0.135844  -0.186211     -0.231911  -0.019055     0.446076  -0.539953     -0.104757  0.439495     0.346574  -0.217356     0.103964  -0.353156     -0.134157  -0.188645     0.346132  -0.217611     -0.150800  0.313741     0.708297  -0.391735     -0.232146  -0.021303     0.102615  -0.353401     0.710317  -0.393151     0.268719  0.280342
0.519000       0.627005  -0.048330     0.448578  -0.542391     -0.136268  -0.185591     -0.231720  -0.018007     0.444898  -0.540983     -0.103386  0.439596     0.346518  -0.217789     0.103173  -0.353329     -0.134642  -0.188071     0.346069  -0.218034     -0.150241  0.313767     0.707718  -0.392823     -0.232017  -0.020252     0.101816  -0.353543     0.709706  -0.394294     0.269199  0.279975
0.520000       0.627008  -0.049891     0.447365  -0.543507     -0.136689  -0.184971     -0.231526  -0.016963     0.443717  -0.542010     -0.102013  0.439693     0.346461  -0.218223     0.102380  -0.353502     -0.135126  -0.187497     0.346005  -0.218458     -0.149682  0.313793     0.707137  -0.393909     -0.231885  -0.019203     0.101017  -0.353684     0.709092  -0.395434     0.269678  0.279609
0.521000       0.627008  -0.051450     0.446147  -0.544620     -0.137108  -0.184353     -0.231329  -0.015922     0.442534  -0.543034     -0.100641  0.439786     0.346404  -0.218658     0.101587  -0.353673     -0.135609  -0.186922     0.345942  -0.218884     -0.149125  0.313820     0.706556  -0.394992     -0.231750  -0.018156     0.100218  -0.353823     0.708475  -0.396570     0.270158  0.279246
0.522000       0.627007  -0.053008     0.444925  -0.545729     -0.137525  -0.183736     -0.231130  -0.014885     0.441348  -0.544056     -0.099267  0.439876     0.346347  -0.219095     0.100793  -0.353843     -0.136092  -0.186347     0.345878  -0.219310     -0.148568  0.313846     0.705973  -0.396072     -0.231614  -0.017111     0.099418  -0.353961     0.707856  -0.397703     0.270637  0.278884
0.523000       0.627004  -0.054566     0.443698  -0.546835     -0.137940  -0.183120     -0.230929  -0.013850     0.440160  -0.545075     -0.097892  0.439962     0.346289  -0.219532     0.099999  -0.354013     -0.136573  -0.185772     0.345815  -0.219738     -0.148011  0.313873     0.705389  -0.397150     -0.231474  -0.016067     0.098619  -0.354098     0.707234  -0.398832     0.271118  0.278524
0.524000       0.626999  -0.056123     0.442466  -0.547938     -0.138352  -0.182505     -0.230725  -0.012820     0.438970  -0.546092     -0.096516  0.440044     0.346231  -0.219972     0.099203  -0.354181     -0.137053  -0.185196     0.345751  -0.220167     -0.147454  0.313901     0.704803  -0.398226     -0.231332  -0.015025     0.097820  -0.354233     0.706609  -0.399959     0.271598  0.278166
0.525000       0.626992  -0.057678     0.441230  -0.549037     -0.138763  -0.181891     -0.230519  -0.011793     0.437776  -0.547107     -0.095139  0.440122     0.346173  -0.220412     0.098407  -0.354348     -0.137532  -0.184619     0.345687  -0.220596     -0.146899  0.313928     0.704217  -0.399299     -0.231188  -0.013985     0.097021  -0.354368     0.705982  -0.401081     0.272079  0.277810
0.526000       0.626983  -0.059232     0.439989  -0.550133     -0.139172  -0.181279     -0.230311  -0.010769     0.436581  -0.548119     -0.093761  0.440197     0.346115  -0.220854     0.097610  -0.354514     -0.138010  -0.184042     0.345623  -0.221028     -0.146343  0.313956     0.703629  -0.400370     -0.231041  -0.012947     0.096222  -0.354501     0.705353  -0.402201     0.272560  0.277455
0.527000       0.626972  -0.060786     0.438744  -0.551226     -0.139578  -0.180668     -0.230100  -0.009749     0.435383  -0.549129     -0.092383  0.440268     0.346056  -0.221297     0.096812  -0.354679     -0.138487  -0.183464     0.345559  -0.221460     -0.145788  0.313984     0.703041  -0.401438     -0.230891  -0.011910     0.095423  -0.354633     0.704721  -0.403317     0.273042  0.277102
0.528000       0.626960  -0.062339     0.437494  -0.552314     -0.139983  -0.180057     -0.229888  -0.008732     0.434182  -0.550137     -0.091003  0.440335     0.345997  -0.221742     0.096014  -0.354843     -0.138963  -0.182886     0.345495  -0.221893     -0.145234  0.314012     0.702451  -0.402504     -0.230739  -0.010875     0.094623  -0.354763     0.704087  -0.404430     0.273524  0.276750
0.529000       0.626945  -0.063892     0.436240  -0.553399     -0.140385  -0.179448     -0.229673  -0.007718     0.432979  -0.551142     -0.089623  0.440398     0.345937  -0.222188     0.095215  -0.355006     -0.139438  -0.182306     0.345431  -0.222328     -0.144680  0.314041     0.701860  -0.403567     -0.230585  -0.009841     0.093824  -0.354893     0.703451  -0.405539     0.274007  0.276400
0.530000       0.626928  -0.065444     0.434981  -0.554481     -0.140786  -0.178841     -0.229456  -0.006708     0.431773  -0.552145     -0.088242  0.440457     0.345878  -0.222635     0.094414  -0.355168     -0.139913  -0.181727     0.345367  -0.222764     -0.144126  0.314069     0.701269  -0.404629     -0.230428  -0.008809     0.093025  -0.355022     0.702812  -0.406645     0.274491  0.276051
0.531000       0.626910  -0.066996     0.433717  -0.555559     -0.141185  -0.178234     -0.229237  -0.005701     0.430565  -0.553145     -0.086860  0.440513     0.345817  -0.223084     0.093614  -0.355329     -0.140386  -0.181146     0.345302  -0.223201     -0.143572  0.314099     0.700676  -0.405688     -0.230268  -0.007778     0.092226  -0.355149     0.702171  -0.407748     0.274975  0.275704
0.532000       0.626889  -0.068547     0.432450  -0.556633     -0.141582  -0.177629     -0.229016  -0.004696     0.429354  -0.554143     -0.085477  0.440565     0.345757  -0.223534     0.092812  -0.355488     -0.140858  -0.180565     0.345238  -0.223640     -0.143019  0.314128     0.700082  -0.406744     -0.230106  -0.006749     0.091426  -0.355275     0.701528  -0.408847     0.275460  0.275359
0.533000       0.626866  -0.070098     0.431177  -0.557703     -0.141978  -0.177025     -0.228793  -0.003695     0.428141  -0.555139     -0.084093  0.440613     0.345696  -0.223985     0.092009  -0.355646     -0.141329  -0.179984     0.345173  -0.224079     -0.142466  0.314157     0.699487  -0.407798     -0.229941  -0.005722     0.090627  -0.355400     0.700883  -0.409943     0.275945  0.275014
0.534000       0.626841  -0.071649     0.429900  -0.558770     -0.142372  -0.176422     -0.228568  -0.002697     0.426925  -0.556132     -0.082708  0.440657     0.345634  -0.224438     0.091206  -0.355803     -0.141799  -0.179401     0.345108  -0.224520     -0.141913  0.314187     0.698892  -0.408851     -0.229774  -0.004695     0.089828  -0.355524     0.700235  -0.411035     0.276431  0.274671
0.535000       0.626814  -0.073199     0.428619  -0.559833     -0.142764  -0.175820     -0.228342  -0.001702     0.425706  -0.557123     -0.081323  0.440697     0.345573  -0.224892     0.090401  -0.355959     -0.142269  -0.178818     0.345043  -0.224962     -0.141361  0.314217     0.698295  -0.409901     -0.229605  -0.003670     0.089028  -0.355647     0.699586  -0.412124     0.276917  0.274329
0.536000       0.626784  -0.074749     0.427334  -0.560892     -0.143154  -0.175220     -0.228113  -0.000710     0.424485  -0.558112     -0.079936  0.440734     0.345510  -0.225347     0.089596  -0.356114     -0.142737  -0.178234     0.344978  -0.225406     -0.140809  0.314247     0.697698  -0.410949     -0.229432  -0.002647     0.088229  -0.355768     0.698935  -0.413210     0.277405  0.273988
0.537000       0.626753  -0.076299     0.426044  -0.561947     -0.143543  -0.174620     -0.227883  0.000279     0.423261  -0.559098     -0.078549  0.440767     0.345448  -0.225804     0.088790  -0.356268     -0.143204  -0.177649     0.344913  -0.225850     -0.140256  0.314278     0.697100  -0.411995     -0.229258  -0.001625     0.087429  -0.355889     0.698281  -0.414292     0.277894  0.273649
0.538000       0.626719  -0.077849     0.424749  -0.562998     -0.143931  -0.174022     -0.227650  0.001265     0.422034  -0.560082     -0.077160  0.440796     0.345384  -0.226262     0.087983  -0.356420     -0.143670  -0.177064     0.344847  -0.226296     -0.139704  0.314309     0.696501  -0.413039     -0.229080  -0.000604     0.086630  -0.356008     0.697626  -0.415371     0.278383  0.273310
0.539000       0.626682  -0.079400     0.423451  -0.564046     -0.144317  -0.173425     -0.227417  0.002249     0.420805  -0.561064     -0.075772  0.440822     0.345321  -0.226722     0.087176  -0.356571     -0.144135  -0.176477     0.344782  -0.226744     -0.139152  0.314340     0.695901  -0.414080     -0.228900  0.000416     0.085830  -0.356127     0.696969  -0.416446     0.278873  0.272972
0.540000       0.626644  -0.080949     0.422148  -0.565089     -0.144702  -0.172829     -0.227181  0.003229     0.419573  -0.562044     -0.074382  0.440843     0.345257  -0.227183     0.086367  -0.356721     -0.144599  -0.175890     0.344716  -0.227192     -0.138600  0.314371     0.695300  -0.415120     -0.228718  0.001434     0.085030  -0.356244     0.696311  -0.417518     0.279364  0.272635
0.541000       0.626603  -0.082499     0.420841  -0.566128     -0.145085  -0.172235     -0.226944  0.004207     0.418339  -0.563021     -0.072990  0.440861     0.345192  -0.227645     0.085558  -0.356870     -0.145062  -0.175302     0.344649  -0.227642     -0.138048  0.314402     0.694699  -0.416158     -0.228532  0.002452     0.084230  -0.356361     0.695650  -0.418587     0.279856  0.272299
0.542000       0.626559  -0.084049     0.419529  -0.567163     -0.145467  -0.171642     -0.226705  0.005183     0.417101  -0.563996     -0.071599  0.440875     0.345127  -0.228109     0.084747  -0.357018     -0.145524  -0.174713     0.344583  -0.228093     -0.137496  0.314434     0.694097  -0.417194     -0.228345  0.003468     0.083430  -0.356476     0.694988  -0.419653     0.280349  0.271965
0.543000       0.626513  -0.085600     0.418214  -0.568194     -0.145847  -0.171049     -0.226464  0.006155     0.415861  -0.564969     -0.070206  0.440885     0.345062  -0.228574     0.083936  -0.357164     -0.145985  -0.174123     0.344517  -0.228546     -0.136944  0.314466     0.693494  -0.418228     -0.228154  0.004482     0.082630  -0.356590     0.694324  -0.420715     0.280843  0.271630
0.544000       0.626465  -0.087151     0.416894  -0.569221     -0.146227  -0.170458     -0.226222  0.007125     0.414619  -0.565939     -0.068813  0.440891     0.344995  -0.229040     0.083124  -0.357309     -0.146445  -0.173532     0.344450  -0.229000     -0.136392  0.314498     0.692890  -0.419260     -0.227961  0.005496     0.081830  -0.356703     0.693659  -0.421773     0.281337  0.271296
0.545000       0.626414  -0.088701     0.415570  -0.570244     -0.146605  -0.169869     -0.225979  0.008092     0.413373  -0.566908     -0.067419  0.440894     0.344929  -0.229508     0.082311  -0.357453     -0.146904  -0.172940     0.344383  -0.229455     -0.135839  0.314530     0.692285  -0.420291     -0.227765  0.006508     0.081030  -0.356815     0.692992  -0.422829     0.281833  0.270964
0.546000       0.626360  -0.090252     0.414242  -0.571263     -0.146982  -0.169280     -0.225733  0.009057     0.412125  -0.567874     -0.066024  0.440892     0.344862  -0.229977     0.081497  -0.357595     -0.147361  -0.172348     0.344315  -0.229911     -0.135288  0.314562     0.691680  -0.421319     -0.227567  0.007520     0.080229  -0.356926     0.692324  -0.423881     0.282329  0.270632
0.547000       0.626303  -0.091804     0.412910  -0.572277     -0.147358  -0.168692     -0.225487  0.010020     0.410874  -0.568837     -0.064628  0.440887     0.344794  -0.230447     0.080682  -0.357737     -0.147817  -0.171754     0.344248  -0.230369     -0.134735  0.314595     0.691074  -0.422346     -0.227366  0.008530     0.079429  -0.357036     0.691654  -0.424930     0.282827  0.270299
0.548000       0.626244  -0.093356     0.411574  -0.573288     -0.147733  -0.168106     -0.225238  0.010979     0.409620  -0.569799     -0.063231  0.440879     0.344725  -0.230919     0.079866  -0.357877     -0.148273  -0.171160     0.344180  -0.230828     -0.134183  0.314627     0.690467  -0.423371     -0.227162  0.009540     0.078628  -0.357145     0.690983  -0.425975     0.283326  0.269968
0.549000       0.626182  -0.094908     0.410234  -0.574294     -0.148106  -0.167520     -0.224989  0.011937     0.408363  -0.570758     -0.061833  0.440866     0.344656  -0.231393     0.079050  -0.358015     -0.148727  -0.170564     0.344112  -0.231289     -0.133630  0.314660     0.689860  -0.424395     -0.226955  0.010548     0.077827  -0.357253     0.690310  -0.427017     0.283826  0.269637
0.550000       0.626117  -0.096461     0.408890  -0.575295     -0.148479  -0.166936     -0.224737  0.012892     0.407103  -0.571715     -0.060435  0.440849     0.344587  -0.231867     0.078232  -0.358153     -0.149180  -0.169967     0.344043  -0.231751     -0.133077  0.314693     0.689252  -0.425416     -0.226746  0.011555     0.077026  -0.357361     0.689636  -0.428056     0.284326  0.269307
0.551000       0.626049  -0.098014     0.407542  -0.576292     -0.148851  -0.166353     -0.224485  0.013845     0.405841  -0.572669     -0.059036  0.440829     0.344517  -0.232343     0.077414  -0.358288     -0.149632  -0.169370     0.343974  -0.232214     -0.132524  0.314726     0.688643  -0.426436     -0.226534  0.012561     0.076225  -0.357467     0.688961  -0.429092     0.284828  0.268977
0.552000       0.625978  -0.099569     0.406190  -0.577285     -0.149222  -0.165771     -0.224231  0.014796     0.404576  -0.573622     -0.057635  0.440805     0.344446  -0.232821     0.076594  -0.358423     -0.150083  -0.168771     0.343905  -0.232679     -0.131971  0.314759     0.688033  -0.427455     -0.226318  0.013566     0.075424  -0.357572     0.688284  -0.430124     0.285330  0.268647
0.553000       0.625904  -0.101122     0.404834  -0.578274     -0.149592  -0.165190     -0.223975  0.015745     0.403307  -0.574572     -0.056234  0.440777     0.344374  -0.233299     0.075774  -0.358556     -0.150533  -0.168171     0.343836  -0.233145     -0.131417  0.314792     0.687423  -0.428472     -0.226101  0.014570     0.074622  -0.357676     0.687607  -0.431154     0.285834  0.268317
0.554000       0.625827  -0.102677     0.403474  -0.579258     -0.149961  -0.164610     -0.223718  0.016691     0.402036  -0.575520     -0.054833  0.440745     0.344302  -0.233780     0.074953  -0.358688     -0.150981  -0.167570     0.343766  -0.233612     -0.130864  0.314825     0.686812  -0.429488     -0.225880  0.015573     0.073820  -0.357779     0.686928  -0.432180     0.286339  0.267987
0.555000       0.625746  -0.104232     0.402110  -0.580237     -0.150330  -0.164031     -0.223460  0.017636     0.400762  -0.576465     -0.053430  0.440709     0.344229  -0.234261     0.074130  -0.358819     -0.151428  -0.166969     0.343696  -0.234081     -0.130309  0.314859     0.686201  -0.430502     -0.225656  0.016576     0.073018  -0.357881     0.686248  -0.433203     0.286845  0.267658
0.556000       0.625663  -0.105789     0.400743  -0.581213     -0.150697  -0.163453     -0.223200  0.018578     0.399485  -0.577409     -0.052026  0.440669     0.344156  -0.234744     0.073307  -0.358948     -0.151874  -0.166366     0.343625  -0.234551     -0.129755  0.314892     0.685588  -0.431514     -0.225430  0.017577     0.072216  -0.357983     0.685567  -0.434222     0.287352  0.267328
0.557000       0.625576  -0.107345     0.399372  -0.582183     -0.151064  -0.162876     -0.222939  0.019519     0.398205  -0.578350     -0.050622  0.440626     0.344082  -0.235228     0.072483  -0.359076     -0.152318  -0.165762     0.343554  -0.235023     -0.129200  0.314926     0.684975  -0.432526     -0.225200  0.018577     0.071413  -0.358083     0.684886  -0.435239     0.287860  0.266998
