%# f in GHz     S1(1)1(1)              S1(1)2(1)              S2(1)1(1)              S2(1)2(1)
%#              Re         Im          Re         Im          Re         Im          Re         Im
%# Reference impedance at port 1 (mode 1):  47.7088394165039, port 2 (mode 1):  47.7088394165039 
8.220000       -0.031624  -0.120063     0.890873  -0.316133     0.890873  -0.316133     -0.031624  -0.120063
8.235000       -0.031420  -0.130194     0.875298  -0.334771     0.875298  -0.334771     -0.031420  -0.130194
8.250000       -0.031700  -0.141090     0.859280  -0.352033     0.859280  -0.352033     -0.031700  -0.141090
8.265000       -0.032616  -0.152730     0.843000  -0.367909     0.843000  -0.367909     -0.032616  -0.152730
8.280001       -0.034317  -0.165065     0.826638  -0.382416     0.826638  -0.382416     -0.034317  -0.165065
8.295000       -0.036949  -0.178021     0.810372  -0.395600     0.810372  -0.395600     -0.036949  -0.178021
8.310000       -0.040643  -0.191500     0.794369  -0.407536     0.794369  -0.407536     -0.040643  -0.191501
8.325000       -0.045518  -0.205380     0.778781  -0.418321     0.778781  -0.418321     -0.045518  -0.205380
8.340000       -0.051673  -0.219518     0.763741  -0.428078     0.763742  -0.428077     -0.051673  -0.219518
8.355000       -0.059185  -0.233754     0.749363  -0.436947     0.749363  -0.436947     -0.059185  -0.233754
8.370000       -0.068106  -0.247916     0.735730  -0.445086     0.735730  -0.445086     -0.068106  -0.247916
8.385000       -0.078460  -0.261822     0.722903  -0.452661     0.722903  -0.452661     -0.078460  -0.261822
8.400001       -0.090244  -0.275285     0.710910  -0.459847     0.710910  -0.459847     -0.090244  -0.275285
8.415000       -0.103424  -0.288121     0.699752  -0.466816     0.699752  -0.466816     -0.103424  -0.288121
8.430000       -0.117940  -0.300148     0.689398  -0.473741     0.689398  -0.473741     -0.117940  -0.300148
8.445000       -0.133702  -0.311197     0.679792  -0.480782     0.679792  -0.480782     -0.133702  -0.311197
8.460000       -0.150595  -0.321112     0.670850  -0.488086     0.670850  -0.488086     -0.150595  -0.321112
8.475000       -0.168483  -0.329757     0.662461  -0.495786     0.662461  -0.495786     -0.168483  -0.329757
8.490000       -0.187208  -0.337016     0.654503  -0.503986     0.654503  -0.503986     -0.187208  -0.337016
8.505000       -0.206599  -0.342800     0.646829  -0.512772     0.646829  -0.512772     -0.206599  -0.342800
8.520001       -0.226472  -0.347046     0.639285  -0.522201     0.639285  -0.522201     -0.226472  -0.347046
8.535000       -0.246638  -0.349722     0.631712  -0.532297     0.631712  -0.532297     -0.246638  -0.349722
8.550000       -0.266906  -0.350821     0.623944  -0.543065     0.623944  -0.543065     -0.266906  -0.350822
8.565000       -0.287089  -0.350369     0.615824  -0.554471     0.615825  -0.554471     -0.287089  -0.350369
8.580000       -0.307006  -0.348418     0.607202  -0.566461     0.607203  -0.566461     -0.307006  -0.348418
8.595000       -0.326491  -0.345044     0.597940  -0.578953     0.597940  -0.578953     -0.326491  -0.345044
8.610000       -0.345393  -0.340349     0.587916  -0.591842     0.587916  -0.591842     -0.345394  -0.340349
8.625000       -0.363582  -0.334453     0.577032  -0.605004     0.577032  -0.605004     -0.363582  -0.334454
8.640000       -0.380949  -0.327493     0.565210  -0.618301     0.565210  -0.618301     -0.380950  -0.327494
8.655001       -0.397412  -0.319619     0.552397  -0.631585     0.552399  -0.631585     -0.397412  -0.319619
8.670000       -0.412913  -0.310984     0.538573  -0.644700     0.538573  -0.644700     -0.412913  -0.310984
8.685001       -0.427423  -0.301748     0.523737  -0.657490     0.523737  -0.657490     -0.427423  -0.301748
8.700000       -0.440936  -0.292068     0.507919  -0.669802     0.507919  -0.669802     -0.440936  -0.292068
8.715000       -0.453475  -0.282094     0.491172  -0.681493     0.491172  -0.681493     -0.453475  -0.282094
8.730000       -0.465083  -0.271965     0.473573  -0.692429     0.473573  -0.692430     -0.465083  -0.271966
8.745000       -0.475826  -0.261809     0.455221  -0.702495     0.455222  -0.702495     -0.475826  -0.261809
8.760001       -0.485787  -0.251735     0.436229  -0.711594     0.436229  -0.711594     -0.485787  -0.251735
8.775000       -0.495062  -0.241830     0.416726  -0.719648     0.416726  -0.719648     -0.495063  -0.241829
8.790001       -0.503760  -0.232164     0.396847  -0.726606     0.396847  -0.726607     -0.503760  -0.232164
8.805000       -0.511994  -0.222782     0.376736  -0.732439     0.376735  -0.732440     -0.511994  -0.222782
8.820001       -0.519879  -0.213708     0.356531  -0.737142     0.356531  -0.737142     -0.519879  -0.213708
8.835000       -0.527528  -0.204941     0.336373  -0.740734     0.336374  -0.740734     -0.527529  -0.204940
8.850000       -0.535051  -0.196462     0.316392  -0.743255     0.316391  -0.743256     -0.535051  -0.196462
8.865000       -0.542544  -0.188230     0.296705  -0.744766     0.296704  -0.744767     -0.542544  -0.188230
8.880000       -0.550092  -0.180191     0.277416  -0.745345     0.277416  -0.745345     -0.550092  -0.180190
8.895001       -0.557767  -0.172272     0.258614  -0.745083     0.258614  -0.745083     -0.557767  -0.172272
8.910000       -0.565621  -0.164395     0.240365  -0.744081     0.240365  -0.744081     -0.565621  -0.164395
8.925001       -0.573690  -0.156469     0.222718  -0.742448     0.222718  -0.742448     -0.573689  -0.156469
8.940000       -0.581987  -0.148405     0.205700  -0.740296     0.205700  -0.740296     -0.581987  -0.148405
8.955000       -0.590511  -0.140111     0.189317  -0.737735     0.189317  -0.737735     -0.590511  -0.140111
8.970000       -0.599240  -0.131500     0.173558  -0.734869     0.173557  -0.734869     -0.599240  -0.131500
8.985000       -0.608135  -0.122491     0.158392  -0.731796     0.158392  -0.731796     -0.608134  -0.122491
9.000001       -0.617141  -0.113015     0.143774  -0.728602     0.143774  -0.728602     -0.617141  -0.113015
9.015000       -0.626195  -0.103012     0.129647  -0.725361     0.129647  -0.725361     -0.626194  -0.103012
9.030001       -0.635218  -0.092440     0.115940  -0.722129     0.115940  -0.722129     -0.635218  -0.092440
9.045000       -0.644129  -0.081270     0.102581  -0.718949     0.102580  -0.718948     -0.644128  -0.081270
9.060001       -0.652840  -0.069490     0.089492  -0.715843     0.089490  -0.715843     -0.652840  -0.069490
9.075000       -0.661266  -0.057104     0.076591  -0.712821     0.076591  -0.712821     -0.661266  -0.057104
9.090000       -0.669322  -0.044136     0.063809  -0.709872     0.063809  -0.709872     -0.669322  -0.044136
9.105000       -0.676929  -0.030618     0.051076  -0.706973     0.051076  -0.706973     -0.676929  -0.030618
9.120000       -0.684018  -0.016604     0.038332  -0.704087     0.038332  -0.704087     -0.684018  -0.016604
9.135001       -0.690528  -0.002150     0.025530  -0.701167     0.025530  -0.701167     -0.690528  -0.002150
9.150000       -0.696413  0.012673     0.012634  -0.698157     0.012635  -0.698156     -0.696413  0.012671
9.165001       -0.701639  0.027786     -0.000375  -0.694994     -0.000375  -0.694994     -0.701640  0.027786
9.180000       -0.706188  0.043114     -0.013507  -0.691617     -0.013507  -0.691617     -0.706188  0.043113
9.195000       -0.710054  0.058573     -0.026752  -0.687962     -0.026752  -0.687962     -0.710054  0.058573
9.210000       -0.713247  0.074087     -0.040091  -0.683968     -0.040091  -0.683968     -0.713247  0.074087
9.225000       -0.715790  0.089581     -0.053489  -0.679583     -0.053489  -0.679583     -0.715790  0.089581
9.240001       -0.717719  0.104990     -0.066900  -0.674761     -0.066901  -0.674761     -0.717719  0.104991
9.255000       -0.719079  0.120258     -0.080273  -0.669466     -0.080273  -0.669466     -0.719079  0.120258
9.270001       -0.719923  0.135335     -0.093544  -0.663674     -0.093544  -0.663674     -0.719923  0.135335
9.285000       -0.720310  0.150189     -0.106652  -0.657375     -0.106652  -0.657375     -0.720310  0.150189
9.300001       -0.720302  0.164799     -0.119529  -0.650570     -0.119529  -0.650571     -0.720302  0.164799
9.315000       -0.719963  0.179155     -0.132111  -0.643274     -0.132111  -0.643275     -0.719963  0.179155
9.330000       -0.719354  0.193259     -0.144336  -0.635514     -0.144336  -0.635514     -0.719354  0.193259
9.345000       -0.718531  0.207130     -0.156149  -0.627328     -0.156149  -0.627328     -0.718531  0.207130
9.360000       -0.717546  0.220791     -0.167504  -0.618763     -0.167504  -0.618763     -0.717546  0.220791
9.375001       -0.716441  0.234277     -0.178363  -0.609875     -0.178363  -0.609875     -0.716441  0.234277
9.390000       -0.715248  0.247629     -0.188699  -0.600726     -0.188699  -0.600726     -0.715248  0.247629
9.405001       -0.713990  0.260896     -0.198497  -0.591378     -0.198497  -0.591378     -0.713990  0.260896
9.420000       -0.712678  0.274125     -0.207755  -0.581898     -0.207755  -0.581898     -0.712679  0.274126
9.435001       -0.711312  0.287366     -0.216481  -0.572350     -0.216482  -0.572350     -0.711312  0.287366
9.450000       -0.709880  0.300664     -0.224696  -0.562793     -0.224697  -0.562793     -0.709880  0.300664
9.465000       -0.708359  0.314066     -0.232430  -0.553282     -0.232429  -0.553282     -0.708359  0.314066
9.480001       -0.706720  0.327605     -0.239720  -0.543863     -0.239720  -0.543863     -0.706720  0.327605
9.495000       -0.704924  0.341311     -0.246614  -0.534575     -0.246615  -0.534574     -0.704924  0.341311
9.510001       -0.702926  0.355206     -0.253162  -0.525443     -0.253162  -0.525443     -0.702926  0.355206
9.525000       -0.700679  0.369298     -0.259417  -0.516486     -0.259416  -0.516486     -0.700679  0.369298
9.540001       -0.698131  0.383587     -0.265432  -0.507709     -0.265432  -0.507709     -0.698130  0.383588
9.555000       -0.695234  0.398063     -0.271260  -0.499107     -0.271259  -0.499107     -0.695234  0.398063
9.570000       -0.691941  0.412704     -0.276949  -0.490665     -0.276949  -0.490665     -0.691940  0.412705
9.585000       -0.688207  0.427482     -0.282542  -0.482360     -0.282542  -0.482359     -0.688207  0.427482
9.600000       -0.683999  0.442355     -0.288074  -0.474160     -0.288074  -0.474159     -0.683998  0.442355
9.615001       -0.679285  0.457280     -0.293573  -0.466027     -0.293572  -0.466027     -0.679285  0.457280
9.630000       -0.674046  0.472205     -0.299055  -0.457922     -0.299054  -0.457922     -0.674046  0.472205
9.645001       -0.668271  0.487079     -0.304531  -0.449799     -0.304530  -0.449800     -0.668271  0.487079
9.660000       -0.661960  0.501845     -0.309996  -0.441619     -0.309996  -0.441619     -0.661960  0.501845
9.675001       -0.655122  0.516449     -0.315441  -0.433337     -0.315441  -0.433338     -0.655122  0.516449
9.690000       -0.647775  0.530840     -0.320844  -0.424919     -0.320844  -0.424919     -0.647775  0.530840
9.705000       -0.639948  0.544970     -0.326178  -0.416333     -0.326178  -0.416333     -0.639948  0.544969
9.720001       -0.631675  0.558798     -0.331408  -0.407554     -0.331408  -0.407555     -0.631674  0.558797
9.735000       -0.622996  0.572292     -0.336495  -0.398566     -0.336495  -0.398567     -0.622995  0.572292
9.750001       -0.613960  0.585425     -0.341396  -0.389363     -0.341397  -0.389364     -0.613960  0.585424
9.765000       -0.604613  0.598182     -0.346070  -0.379946     -0.346069  -0.379947     -0.604613  0.598181
9.780001       -0.595007  0.610555     -0.350472  -0.370326     -0.350472  -0.370326     -0.595007  0.610555
9.795000       -0.585190  0.622548     -0.354563  -0.360523     -0.354563  -0.360523     -0.585190  0.622547
9.810000       -0.575209  0.634170     -0.358308  -0.350564     -0.358309  -0.350564     -0.575209  0.634169
9.825000       -0.565104  0.645443     -0.361677  -0.340485     -0.361678  -0.340485     -0.565104  0.645443
9.840000       -0.554914  0.656392     -0.364649  -0.330324     -0.364649  -0.330325     -0.554914  0.656391
9.855001       -0.544666  0.667049     -0.367207  -0.320128     -0.367207  -0.320129     -0.544666  0.667049
9.870000       -0.534381  0.677451     -0.369346  -0.309941     -0.369347  -0.309942     -0.534381  0.677451
9.885001       -0.524073  0.687635     -0.371069  -0.299811     -0.371070  -0.299812     -0.524073  0.687635
9.900000       -0.513745  0.697642     -0.372388  -0.289783     -0.372389  -0.289782     -0.513745  0.697642
9.915001       -0.503392  0.707509     -0.373323  -0.279898     -0.373323  -0.279899     -0.503393  0.707508
9.930000       -0.493003  0.717270     -0.373899  -0.270195     -0.373899  -0.270196     -0.493003  0.717270
9.945000       -0.482555  0.726957     -0.374151  -0.260706     -0.374152  -0.260706     -0.482557  0.726956
9.960001       -0.472025  0.736594     -0.374116  -0.251455     -0.374117  -0.251455     -0.472025  0.736594
9.975000       -0.461377  0.746200     -0.373836  -0.242459     -0.373836  -0.242459     -0.461379  0.746200
9.990001       -0.450583  0.755784     -0.373353  -0.233727     -0.373354  -0.233727     -0.450584  0.755784
10.005000       -0.439602  0.765350     -0.372711  -0.225260     -0.372712  -0.225259     -0.439603  0.765349
10.020000       -0.428398  0.774891     -0.371952  -0.217049     -0.371952  -0.217048     -0.428398  0.774891
10.035000       -0.416937  0.784393     -0.371112  -0.209078     -0.371113  -0.209078     -0.416939  0.784392
10.050000       -0.405188  0.793834     -0.370226  -0.201328     -0.370226  -0.201328     -0.405188  0.793835
10.065000       -0.393123  0.803187     -0.369321  -0.193769     -0.369321  -0.193769     -0.393125  0.803187
10.080000       -0.380721  0.812417     -0.368417  -0.186370     -0.368417  -0.186370     -0.380722  0.812418
10.095000       -0.367970  0.821487     -0.367527  -0.179098     -0.367528  -0.179097     -0.367971  0.821487
10.110000       -0.354860  0.830354     -0.366658  -0.171915     -0.366658  -0.171915     -0.354862  0.830355
10.125000       -0.341395  0.838977     -0.365807  -0.164788     -0.365807  -0.164788     -0.341396  0.838978
10.140000       -0.327582  0.847315     -0.364963  -0.157683     -0.364963  -0.157683     -0.327583  0.847316
10.155000       -0.313440  0.855327     -0.364110  -0.150573     -0.364111  -0.150573     -0.313441  0.855328
10.170000       -0.298994  0.862976     -0.363226  -0.143431     -0.363227  -0.143430     -0.298995  0.862977
10.185000       -0.284272  0.870232     -0.362284  -0.136239     -0.362284  -0.136239     -0.284273  0.870233
10.200000       -0.269312  0.877068     -0.361252  -0.128986     -0.361252  -0.128986     -0.269312  0.877069
10.215000       -0.254153  0.883466     -0.360097  -0.121666     -0.360098  -0.121666     -0.254155  0.883467
10.230000       -0.238837  0.889414     -0.358788  -0.114282     -0.358788  -0.114282     -0.238837  0.889415
10.245000       -0.223409  0.894908     -0.357291  -0.106845     -0.357291  -0.106845     -0.223410  0.894910
10.260000       -0.207910  0.899954     -0.355576  -0.099371     -0.355577  -0.099370     -0.207910  0.899956
10.275000       -0.192380  0.904563     -0.353620  -0.091882     -0.353620  -0.091882     -0.192380  0.904565
10.290000       -0.176856  0.908753     -0.351400  -0.084409     -0.351401  -0.084408     -0.176856  0.908755
10.305000       -0.161372  0.912549     -0.348903  -0.076982     -0.348903  -0.076981     -0.161372  0.912551
10.320000       -0.145951  0.915980     -0.346120  -0.069637     -0.346120  -0.069636     -0.145951  0.915982
10.335000       -0.130616  0.919079     -0.343050  -0.062410     -0.343050  -0.062409     -0.130615  0.919080
10.350000       -0.115377  0.921881     -0.339700  -0.055338     -0.339700  -0.055336     -0.115377  0.921882
10.365000       -0.100238  0.924421     -0.336083  -0.048454     -0.336083  -0.048454     -0.100238  0.924422
10.380000       -0.085199  0.926735     -0.332219  -0.041792     -0.332219  -0.041792     -0.085198  0.926736
10.395000       -0.070248  0.928854     -0.328133  -0.035379     -0.328133  -0.035378     -0.070249  0.928855
10.410000       -0.055370  0.930808     -0.323855  -0.029237     -0.323855  -0.029235     -0.055369  0.930809
10.425000       -0.040545  0.932620     -0.319420  -0.023382     -0.319420  -0.023380     -0.040543  0.932621
10.440000       -0.025742  0.934308     -0.314862  -0.017823     -0.314861  -0.017822     -0.025742  0.934309
10.455000       -0.010938  0.935883     -0.310219  -0.012564     -0.310218  -0.012564     -0.010938  0.935884
10.470000       0.003900  0.937350     -0.305526  -0.007602     -0.305526  -0.007601     0.003902  0.937352
10.485000       0.018804  0.938706     -0.300819  -0.002924     -0.300818  -0.002923     0.018804  0.938708
10.500000       0.033799  0.939942     -0.296128  0.001485     -0.296127  0.001486     0.033802  0.939943
10.515000       0.048918  0.941039     -0.291480  0.005649     -0.291479  0.005650     0.048919  0.941040
10.530000       0.064178  0.941976     -0.286896  0.009592     -0.286895  0.009592     0.064180  0.941977
10.545000       0.079600  0.942726     -0.282393  0.013343     -0.282392  0.013344     0.079602  0.942727
10.560000       0.095195  0.943256     -0.277978  0.016936     -0.277977  0.016936     0.095197  0.943257
10.575000       0.110967  0.943533     -0.273655  0.020398     -0.273654  0.020399     0.110970  0.943534
10.590000       0.126915  0.943522     -0.269419  0.023763     -0.269418  0.023763     0.126917  0.943523
10.605000       0.143029  0.943188     -0.265261  0.027057     -0.265260  0.027057     0.143031  0.943188
10.620000       0.159295  0.942497     -0.261165  0.030305     -0.261164  0.030305     0.159298  0.942497
10.635000       0.175689  0.941419     -0.257110  0.033527     -0.257109  0.033527     0.175690  0.941419
10.650000       0.192182  0.939928     -0.253073  0.036738     -0.253072  0.036738     0.192184  0.939928
10.665000       0.208741  0.938005     -0.249027  0.039948     -0.249026  0.039948     0.208743  0.938005
10.680000       0.225332  0.935633     -0.244945  0.043159     -0.244944  0.043158     0.225334  0.935633
10.695000       0.241915  0.932805     -0.240800  0.046366     -0.240799  0.046366     0.241915  0.932805
10.710000       0.258450  0.929520     -0.236565  0.049562     -0.236565  0.049562     0.258451  0.929520
10.725000       0.274898  0.925785     -0.232219  0.052731     -0.232218  0.052730     0.274900  0.925784
10.740000       0.291222  0.921612     -0.227740  0.055851     -0.227739  0.055851     0.291222  0.921611
10.755000       0.307386  0.917021     -0.223115  0.058899     -0.223114  0.058899     0.307388  0.917020
10.770000       0.323363  0.912036     -0.218333  0.061848     -0.218333  0.061848     0.323364  0.912035
10.785000       0.339128  0.906686     -0.213393  0.064668     -0.213392  0.064668     0.339129  0.906685
10.800000       0.354663  0.901004     -0.208295  0.067330     -0.208295  0.067330     0.354662  0.901004
10.815000       0.369954  0.895025     -0.203049  0.069803     -0.203049  0.069803     0.369955  0.895024
10.830000       0.385000  0.888783     -0.197670  0.072062     -0.197670  0.072062     0.384999  0.888782
10.845000       0.399799  0.882314     -0.192177  0.074081     -0.192177  0.074081     0.399800  0.882312
10.860000       0.414364  0.875648     -0.186595  0.075842     -0.186595  0.075841     0.414364  0.875647
10.875000       0.428706  0.868817     -0.180952  0.077326     -0.180952  0.077326     0.428705  0.868816
10.890000       0.442845  0.861843     -0.175278  0.078526     -0.175278  0.078526     0.442845  0.861842
10.905000       0.456808  0.854746     -0.169605  0.079437     -0.169605  0.079437     0.456808  0.854745
10.920000       0.470619  0.847539     -0.163967  0.080062     -0.163967  0.080062     0.470618  0.847538
10.935000       0.484306  0.840230     -0.158393  0.080407     -0.158393  0.080407     0.484305  0.840229
10.950000       0.497900  0.832817     -0.152913  0.080487     -0.152913  0.080487     0.497900  0.832815
10.965000       0.511426  0.825293     -0.147554  0.080320     -0.147554  0.080320     0.511426  0.825292
10.980000       0.524911  0.817646     -0.142335  0.079928     -0.142335  0.079928     0.524911  0.817645
10.995000       0.538377  0.809856     -0.137275  0.079337     -0.137275  0.079337     0.538376  0.809855
11.010000       0.551837  0.801902     -0.132384  0.078576     -0.132384  0.078576     0.551837  0.801901
11.025000       0.565308  0.793754     -0.127668  0.077672     -0.127667  0.077672     0.565306  0.793754
11.040000       0.578788  0.785385     -0.123126  0.076655     -0.123126  0.076655     0.578788  0.785384
11.055000       0.592282  0.776761     -0.118753  0.075553     -0.118753  0.075553     0.592282  0.776761
11.070000       0.605777  0.767854     -0.114538  0.074390     -0.114538  0.074389     0.605776  0.767855
11.085000       0.619261  0.758634     -0.110466  0.073187     -0.110466  0.073187     0.619260  0.758634
11.100000       0.632710  0.749075     -0.106518  0.071962     -0.106517  0.071962     0.632710  0.749075
11.115000       0.646101  0.739152     -0.102671  0.070728     -0.102670  0.070728     0.646102  0.739152
11.130000       0.659401  0.728850     -0.098902  0.069491     -0.098902  0.069491     0.659401  0.728850
11.145000       0.672576  0.718157     -0.095187  0.068253     -0.095187  0.068253     0.672576  0.718157
11.160000       0.685588  0.707067     -0.091503  0.067010     -0.091503  0.067010     0.685588  0.707067
11.175000       0.698400  0.695583     -0.087828  0.065753     -0.087828  0.065753     0.698400  0.695583
11.190000       0.710975  0.683711     -0.084145  0.064467     -0.084144  0.064468     0.710976  0.683712
11.205000       0.723278  0.671467     -0.080436  0.063137     -0.080436  0.063137     0.723278  0.671468
11.220000       0.735275  0.658873     -0.076692  0.061739     -0.076692  0.061739     0.735274  0.658874
11.235000       0.746937  0.645955     -0.072908  0.060252     -0.072907  0.060252     0.746938  0.645955
11.250000       0.758244  0.632741     -0.069082  0.058650     -0.069081  0.058650     0.758243  0.632743
11.265000       0.769176  0.619269     -0.065219  0.056910     -0.065219  0.056910     0.769176  0.619269
11.280000       0.779722  0.605573     -0.061331  0.055008     -0.061331  0.055008     0.779722  0.605573
11.295000       0.789878  0.591692     -0.057432  0.052923     -0.057431  0.052924     0.789878  0.591692
11.310000       0.799648  0.577660     -0.053541  0.050639     -0.053540  0.050639     0.799648  0.577660
11.325000       0.809041  0.563511     -0.049682  0.048139     -0.049681  0.048140     0.809041  0.563511
11.340000       0.818070  0.549279     -0.045881  0.045417     -0.045880  0.045417     0.818070  0.549279
11.355000       0.826757  0.534988     -0.042165  0.042466     -0.042164  0.042466     0.826758  0.534989
11.370000       0.835125  0.520664     -0.038563  0.039289     -0.038562  0.039289     0.835126  0.520664
11.385000       0.843204  0.506317     -0.035103  0.035891     -0.035102  0.035891     0.843205  0.506316
11.400000       0.851021  0.491959     -0.031811  0.032284     -0.031810  0.032284     0.851021  0.491959
11.415000       0.858604  0.477595     -0.028712  0.028485     -0.028711  0.028485     0.858605  0.477595
11.430000       0.865985  0.463219     -0.025826  0.024513     -0.025825  0.024512     0.865985  0.463219
11.445000       0.873188  0.448820     -0.023170  0.020392     -0.023169  0.020391     0.873189  0.448820
11.460000       0.880237  0.434383     -0.020756  0.016148     -0.020754  0.016147     0.880238  0.434383
11.475000       0.887151  0.419888     -0.018590  0.011808     -0.018589  0.011807     0.887151  0.419889
11.490000       0.893940  0.405312     -0.016676  0.007401     -0.016675  0.007400     0.893942  0.405311
11.505000       0.900615  0.390623     -0.015010  0.002953     -0.015009  0.002952     0.900616  0.390624
11.520000       0.907173  0.375797     -0.013583  -0.001510     -0.013582  -0.001512     0.907174  0.375797
11.535000       0.913609  0.360803     -0.012384  -0.005966     -0.012384  -0.005967     0.913610  0.360802
11.550000       0.919908  0.345617     -0.011397  -0.010395     -0.011396  -0.010396     0.919910  0.345616
11.565000       0.926054  0.330210     -0.010602  -0.014781     -0.010602  -0.014783     0.926055  0.330210
11.580000       0.932020  0.314565     -0.009979  -0.019114     -0.009979  -0.019116     0.932021  0.314565
11.595000       0.937776  0.298666     -0.009506  -0.023389     -0.009506  -0.023390     0.937778  0.298665
11.610000       0.943291  0.282502     -0.009161  -0.027603     -0.009161  -0.027604     0.943292  0.282501
11.625000       0.948528  0.266071     -0.008924  -0.031760     -0.008924  -0.031761     0.948529  0.266071
11.640000       0.953450  0.249375     -0.008775  -0.035869     -0.008775  -0.035870     0.953451  0.249374
11.655000       0.958022  0.232427     -0.008699  -0.039941     -0.008699  -0.039943     0.958023  0.232425
11.670000       0.962209  0.215241     -0.008683  -0.043992     -0.008683  -0.043993     0.962210  0.215240
11.685000       0.965979  0.197842     -0.008718  -0.048039     -0.008719  -0.048040     0.965980  0.197841
11.700000       0.969305  0.180261     -0.008803  -0.052101     -0.008803  -0.052102     0.969306  0.180259
11.715000       0.972165  0.162528     -0.008936  -0.056197     -0.008937  -0.056198     0.972165  0.162528
11.730000       0.974542  0.144683     -0.009124  -0.060347     -0.009125  -0.060348     0.974543  0.144681
11.745000       0.976427  0.126766     -0.009378  -0.064567     -0.009379  -0.064568     0.976428  0.126764
11.760000       0.977819  0.108816     -0.009712  -0.068872     -0.009712  -0.068873     0.977819  0.108814
11.775000       0.978721  0.090872     -0.010142  -0.073275     -0.010143  -0.073276     0.978721  0.090872
11.790000       0.979144  0.072976     -0.010691  -0.077783     -0.010691  -0.077784     0.979145  0.072974
11.805000       0.979108  0.055161     -0.011379  -0.082400     -0.011380  -0.082401     0.979108  0.055159
11.820000       0.978633  0.037457     -0.012232  -0.087126     -0.012233  -0.087126     0.978633  0.037455
11.835000       0.977750  0.019890     -0.013272  -0.091953     -0.013273  -0.091954     0.977750  0.019889
11.850000       0.976488  0.002480     -0.014522  -0.096872     -0.014523  -0.096873     0.976488  0.002478
11.865000       0.974881  -0.014760     -0.016004  -0.101869     -0.016004  -0.101870     0.974881  -0.014762
11.880000       0.972963  -0.031826     -0.017734  -0.106925     -0.017734  -0.106926     0.972963  -0.031826
11.895000       0.970767  -0.048718     -0.019728  -0.112018     -0.019728  -0.112018     0.970767  -0.048718
11.910000       0.968325  -0.065445     -0.021996  -0.117123     -0.021997  -0.117124     0.968325  -0.065447
11.925000       0.965664  -0.082021     -0.024546  -0.122216     -0.024547  -0.122216     0.965664  -0.082021
11.940000       0.962808  -0.098464     -0.027379  -0.127269     -0.027380  -0.127269     0.962807  -0.098464
11.955000       0.959773  -0.114798     -0.030492  -0.132255     -0.030493  -0.132255     0.959773  -0.114799
11.970000       0.956572  -0.131051     -0.033878  -0.137149     -0.033879  -0.137150     0.956572  -0.131051
11.985000       0.953209  -0.147251     -0.037527  -0.141928     -0.037528  -0.141928     0.953208  -0.147251
12.000000       0.949680  -0.163427     -0.041423  -0.146571     -0.041424  -0.146571     0.949680  -0.163427
12.015000       0.945977  -0.179603     -0.045548  -0.151060     -0.045549  -0.151061     0.945977  -0.179603
12.030000       0.942083  -0.195809     -0.049882  -0.155382     -0.049883  -0.155383     0.942083  -0.195809
12.045000       0.937976  -0.212062     -0.054405  -0.159528     -0.054406  -0.159528     0.937976  -0.212062
12.060000       0.933628  -0.228378     -0.059093  -0.163493     -0.059095  -0.163492     0.933628  -0.228380
12.075000       0.929008  -0.244770     -0.063928  -0.167274     -0.063929  -0.167274     0.929008  -0.244770
12.090000       0.924083  -0.261237     -0.068887  -0.170877     -0.068889  -0.170877     0.924083  -0.261237
12.105000       0.918816  -0.277775     -0.073953  -0.174308     -0.073955  -0.174307     0.918817  -0.277775
12.120000       0.913173  -0.294375     -0.079111  -0.177576     -0.079113  -0.177575     0.913172  -0.294376
12.135000       0.907119  -0.311015     -0.084350  -0.180695     -0.084352  -0.180693     0.907118  -0.311017
12.150000       0.900624  -0.327672     -0.089661  -0.183677     -0.089662  -0.183676     0.900624  -0.327672
12.165000       0.893663  -0.344311     -0.095040  -0.186539     -0.095041  -0.186537     0.893663  -0.344311
12.180000       0.886214  -0.360896     -0.100488  -0.189294     -0.100489  -0.189292     0.886214  -0.360896
12.195000       0.878265  -0.377385     -0.106007  -0.191957     -0.106008  -0.191955     0.878264  -0.377386
12.210000       0.869807  -0.393735     -0.111607  -0.194540     -0.111607  -0.194538     0.869806  -0.393736
12.225000       0.860842  -0.409900     -0.117297  -0.197053     -0.117298  -0.197051     0.860842  -0.409900
12.240000       0.851379  -0.425835     -0.123091  -0.199502     -0.123091  -0.199499     0.851379  -0.425835
12.255000       0.841435  -0.441497     -0.129004  -0.201890     -0.129004  -0.201888     0.841435  -0.441497
12.270000       0.831033  -0.456847     -0.135053  -0.204218     -0.135052  -0.204215     0.831032  -0.456847
12.285000       0.820203  -0.471847     -0.141254  -0.206479     -0.141253  -0.206477     0.820202  -0.471848
12.300000       0.808979  -0.486472     -0.147623  -0.208666     -0.147622  -0.208663     0.808978  -0.486473
12.315000       0.797402  -0.500697     -0.154176  -0.210765     -0.154175  -0.210763     0.797401  -0.500698
12.330000       0.785514  -0.514506     -0.160924  -0.212762     -0.160922  -0.212761     0.785513  -0.514507
12.345000       0.773357  -0.527894     -0.167878  -0.214637     -0.167876  -0.214636     0.773356  -0.527894
12.360000       0.760973  -0.540861     -0.175044  -0.216369     -0.175042  -0.216368     0.760972  -0.540861
12.375000       0.748406  -0.553413     -0.182426  -0.217935     -0.182424  -0.217934     0.748404  -0.553414
